시도,시군구,시설명,영문명,설치년월일,설치연도,시대구분,시설장,종사자수,정원,현원,빈자리,충원율,종사자당아동,소재지,연락처,위도,경도,데이터비고
경기도,안산시,우리집2,woorihome2,2006.07.11,2006,전문화기 (2005~2015),마석훈,4,7,5,2,71,1.25,"경기도 안산시 상록구 막고지1길 5, 201호, 301호(본오동)",031-408-6317,,,
경기도,안산시,우리집3,woorihome3,2006.07.11,2006,전문화기 (2005~2015),이선주,4,7,7,0,100,1.75,"경기도 안산시 상록구 막고지1길 5, 401호(본오동)",031-408-6317,,,
경기도,안산시,이레,ire,2018.07.22,2018,확장·내실기 (2016~),김병연,4,7,5,2,71,1.25,"경기도 안산시 상록구 해양1로 30, 713동 104호 (사동, 푸르지오7차아파트)",031-406-5378,,,
경기도,안산시,인애해바라기가정,inaesun,2005.04.18.,2005,전문화기 (2005~2015),김현규,4,7,6,1,86,1.5,경기도 안산시 단원구 화정천동로5안길 41 402호(와동),031-485-4794,,,
경기도,안산시,평강의집,Pyeonggang House,2006.08.18,2006,전문화기 (2005~2015),김유신,4,7,6,1,86,1.5,"경기도 안산시 상록구 오목로7길 9-1, 401호(본오동) (031)407-8189)",031,,,
경기도,안산시,한신예수가정,hansinjesushome,2005.04.18,2005,전문화기 (2005~2015),김민철,4,7,6,1,86,1.5,"경기도 안산시 단원구 사세충열로4길 3, 301호(와동)",031-487-9322,,,
경기도,안산시,함박스마일,hambaksmile,2018.10.01,2018,확장·내실기 (2016~),장유리,4,7,6,1,86,1.5,"경기도 안산시 단원구 화정천동로5안길 36, 301호(와동)",,,,
경기도,안산시,함박웃음,hambak laugh,2005.05.23,2005,전문화기 (2005~2015),공은녕,3,7,7,0,100,2.33,"경기도 안산시 단원구 평화안길 31, 301호(고잔동)",031-410-0817,,,
경기도,안산시,함박웃음2호가정,hambak laugh 2,2012.07.24,2012,전문화기 (2005~2015),주성신,4,7,5,2,71,1.25,"경기도 안산시 단원구 강서길 29, 401호(고잔동)",,,,
경기도,안산시,해피앤젤,HAPPY ANGELS,2008.04.01,2008,전문화기 (2005~2015),윤경화,2,7,3,4,43,1.5,"경기도 안산시 단원구 선부로 106, 402호(선부동)",031-405-7982,,,
경기도,안산시,해피하우스푸른초장,happyhouse,2007.03.07,2007,전문화기 (2005~2015),장현주,4,7,6,1,86,1.5,"경기도 안산시 단원구 선부로 166, 128동 205호(선부동, 공작한양아파트)",031-410-4874,,,
경기도,안성시,수산나네 집,susannanejip,2018.05.09,2018,확장·내실기 (2016~),유연욱,4,7,5,2,71,1.25,경기도 안성시 대덕면 신령로 234-3(1층),031-675-1183,,,
경기도,안성시,뜰안,garden,2025.01.01,2025,확장·내실기 (2016~),이수산나,4,7,5,2,71,1.25,"경기도 안성시 대덕면 신령로 234-3, 2층",031-675-0087,,,
경기도,안성시,꿈나무,dream tree grouphome,2007.01.02,2007,전문화기 (2005~2015),최유숙,3,7,7,0,100,2.33,"경기도 안성시 대학로64번길, 103동 1105호",061-673-2080,,,
경기도,안성시,맑은물,MALK EUN MUL,2021.04.19,2021,확장·내실기 (2016~),김서경,4,7,5,2,71,1.25,경기도 안성시 공도읍 마정강변길 31 임광1차 101동 504호,031-652-4080,,,
경기도,안성시,행복한 집,happy house,2016.10.15,2016,확장·내실기 (2016~),김성자,2,7,3,4,43,1.5,"경기도 안성시 고수2로 28, 태영아파트 101동 1304호",031-675-0958,,,
경기도,안성시,백합그룹홈,lilygrouphome,2025.01.01,2025,확장·내실기 (2016~),고수진,4,7,6,1,86,1.5,경기도 안성시 공도읍 구문길 15,031-618-3886,,,
경기도,안성시,룸비니동산그룹홈,Roombini Dongsan Group Home,2009.08.07,2009,전문화기 (2005~2015),김정희,2,7,7,0,100,3.5,경기도 안성시 공도읍 방축길 10-26 2층,031-657-6576,,,
경기도,안성시,즐거운집그룹홈,happy house,2009.11.09,2009,전문화기 (2005~2015),조경희,4,7,6,1,86,1.5,경기도 안성시 보개면 은행나무길 12-15 2층,031-676-4079,,,
경기도,안성시,한우리 그룹홈,Hanuri Group Home,2016.11.28,2016,확장·내실기 (2016~),이은영,4,7,6,1,86,1.5,"경기도 안성시 서운로 791-10, 210동 103호",,,,
경기도,안성시,느티나무그룹홈,zelkova child grouphome,2019.06.05,2019,확장·내실기 (2016~),최혜경,4,5,4,1,80,1.0,"경기도 안성시 아양3로 56, 105-102",031-672-4822,,,
경기도,안성시,온유그룹홈,onyou,2019.09.25,2019,확장·내실기 (2016~),최윤정,4,7,6,1,86,1.5,"경기도 안성시 당목길 19, 108동 2801호",,,,
경기도,안성시,다솜,DASOM,2019.12.27,2019,확장·내실기 (2016~),최화성,4,7,5,2,71,1.25,"경기도 안성시 대덕면 누르재안길 12-5, 1층",031-675-4345,,,
경기도,안성시,풀꽃세상 로사의집,Pulkkochsesang house of rosa,2021.01.01,2021,확장·내실기 (2016~),이미화,4,7,7,0,100,1.75,"경기도 안성시 안성맞춤대로 1196-23, 103동 1902호",031-676-0812,,,
경기도,안성시,풀꽃세상요셉의집,Pulkkochsesang Joseph's House,2017.07.20,2017,확장·내실기 (2016~),김은숙,4,7,6,1,86,1.5,경기도 안성시 양성면 미리내성지로 342-29,031-8052-9444,,,
경기도,안성시,자혜,Jahye,2011.04.08,2011,전문화기 (2005~2015),김진옥,1,0,0,0,0,0.0,"경기도 안성시 공도읍 공도로 142, 118동 802호",,,,
경기도,안성시,한빛,hanbit,2018.10.29,2018,확장·내실기 (2016~),이지현,1,0,0,0,0,0.0,"경기도 안성시 공도읍 양기길 46, 109동 104호",,,,
경기도,안양시,해피프랜드,Grouphome Happy Friend,2008.07.02,2008,전문화기 (2005~2015),김재원,3,5,0,5,0,0.0,"경기도 안양시 만안구 병목안로 220, 103동 907호",031-468-0227,,,
경기도,양주시,보현연꽃동산,Bohyunyeon kkotdongsan,2004.02.28,2004,제도화기 (2000~2004),서해영,3,7,4,3,57,1.33,경기도 양주시 꿈나무로 311 동화아파트 205동 101호,031-826-1626,,,
경기도,양평군,어린양들의 집,lambs group home,2019.05.13,2019,확장·내실기 (2016~),김은용,4,7,5,2,71,1.25,경기도 양평군 지평면 월산길 88-59,031-775-8378,,,
경기도,여주시,일신우리집,ilsinhome,2006.12.28,2006,전문화기 (2005~2015),노승완,4,7,7,0,100,1.75,경기도 여주시 가남읍 태평3길 40-8 다솜빌201호,031-884-6419,,,
경기도,여주시,좋은나무와열매,Good trees and fruits,2025.05.01,2025,확장·내실기 (2016~),김경래,4,7,7,0,100,1.75,경기도 여주시 북내면 가정긴골길 41-8,031-886-4389,,,
경기도,여주시,빛고운,BITGOUN,2007.11.22,2007,전문화기 (2005~2015),안진선,4,6,6,0,100,1.5,경기도 여주시 강천면 곱새기로 32-16,031-885-1269,,,
경기도,여주시,풀꽃세상 한아름,hanarm,2023.07.01,2023,확장·내실기 (2016~),김성화,4,6,5,1,83,1.25,"경기도 여주시 도예로 83-36, (여주 오드카운티) 102동 1002호",031-883-0812,,,
경기도,연천군,꿈이있는집,Dream house,2021.07.16,2021,확장·내실기 (2016~),노화정,4,7,5,2,71,1.25,"경기도 연천군 전곡읍 전은길 24, 103동 6층 602호(명정아파트)",031-832-1612,,,
경기도,연천군,임마누엘우리집,Immanuel Our House,2008.07.29,2008,전문화기 (2005~2015),이미자,5,4,4,0,100,0.8,"경기도 연천군 전곡읍 은전로91번길 64-18, 가동 404호(신양빌라1차)",031-832-5464,,,
경기도,오산시,광야의집,GWANGYA UI JIP,2007.08.30,2007,전문화기 (2005~2015),손만배,4,6,3,3,50,0.75,경기도 오산시 초평로 84-4 208동 102호(신동아2차아파트),031-372-1982,,,
경기도,오산시,예담사랑의집,YEADAM LOVEHOUSE,2016.04.27,2016,확장·내실기 (2016~),최미순,4,7,7,0,100,1.75,경기도 오산시 양산로398번길 58-5 106동 103호 (늘푸른오스카빌아파트),031-373-5977,,,
경기도,오산시,이모네,emone,2022.06.14,2022,확장·내실기 (2016~),김정숙,4,7,4,3,57,1.0,경기도 오산시 세마역로19번길 51 301호,031-613-0181,,,
경기도,용인시,국가대표,koreateam,2021.09.28,2021,확장·내실기 (2016~),정경순,3,7,5,2,71,1.67,"경기도 용인시 처인구 곡현로661번길 5, 매산그린A동 101호",031-8097-4002,,,
경기도,용인시,로그인,login,2020.06.16,2020,확장·내실기 (2016~),고경숙,4,7,6,1,86,1.5,"경기도 용인시 기흥구 공세로 76, 102동 903호",031-309-8106,,,
경기도,용인시,맑은누리,cleannuri,2011.10.25,2011,전문화기 (2005~2015),김규리,2,7,3,4,43,1.5,"경기도 용인시 기흥구 사은로126번길 10, 112동 203호",031-275-2885,,,
경기도,용인시,미래와희망,FUTURE HOPE,2011.11.23,2011,전문화기 (2005~2015),박숙형,4,7,6,1,86,1.5,경기도 용인시 처인구 양지면 용곡로19번길 13 B동 203호,031-333-4638,,,
경기도,용인시,안다미로,andamiro,2018.03.29,2018,확장·내실기 (2016~),권미경,4,7,6,1,86,1.5,"경기도 용인시 처인구 양지면 양지로179번길 63-4, A동 302호",031-321-7506,,,
경기도,용인시,풀꽃세상 이레,erea,2020.04.09,2020,확장·내실기 (2016~),황혜선,4,7,5,2,71,1.25,"경기도 용인시 처인구 이동읍 경기동로705번길 28, 109동 1503호",031-335-3902,,,
경기도,용인시,하희의집,HAHEEHOUSE,2022.2.10.,2022,확장·내실기 (2016~),"YANG
YONGMI",4,7,7,0,100,1.75,"경기도 용인시 기흥구 중부대로773번길 6-4, A동 1층",031-282-0019,,,
경기도,용인시,하희의집B,hahee house B,2022.02.10,2022,확장·내실기 (2016~),김승애,4,7,7,0,100,1.75,"경기도 용인시 기흥구 중부대로773번길 6-4, B동 2층",031-274-1244,,,
경기도,처인구,해피드림,HappyDream,2021.3.15.,2021,확장·내실기 (2016~),정애선,4,6,6,0,100,1.5,"경기도 처인구 금어로 99-1, 삼성빌라 가동 101호",070-4038-7091,,,
경기도,용인시,희망둥지,hopenest,2018.07.03,2018,확장·내실기 (2016~),박서문,4,7,6,1,86,1.5,"경기도 용인시 기흥구 사은로126번길 46, 303동 101호",031-282-9983,,,
경기도,의왕시,희망의집,dreamhouse,2011.03.24,2011,전문화기 (2005~2015),임채광,4,5,5,0,100,1.25,"경기도 의왕시 까치골길 7, 까치아파트 109호",031-461-4336,,,
경기도,의정부시,사랑의집,LOVE HOUSE,2006.05.18,2006,전문화기 (2005~2015),손은자,4,7,3,4,43,0.75,"경기도 의정부시 녹양로 71-7, 101동 903호",031-873-1319,,,
경기도,의정부시,꿈터,DREAM HOUSE,2008.12.15,2008,전문화기 (2005~2015),강미정,4,7,3,4,43,0.75,"경기도 의정부시 녹양로 71-7, 101동 1205호",031-878-1319,,,
경기도,이천시,라엘의집,Rael's house,2020.06.30,2020,확장·내실기 (2016~),김지애,3,6,4,2,67,1.33,경기도 이천시 대월면 대월로 848 104동 904호,031-633-4503,,,
경기도,이천시,해오름터,Haeoreumteo,2006.03.31,2006,전문화기 (2005~2015),여진구,2,6,2,4,33,1.0,경기도 이천시 신둔면 석동로 141-4 단독,,,,
경기도,파주시,에셀나무,eseltree,2015.05.11,2015,전문화기 (2005~2015),우소연,4,8,5,3,62,1.25,"경기도 파주시 청석로 300, 대원효성 909동 101호",070-8288-6070,,,원문 정원 22명(오기 추정) → 지역합계 기준 8명으로 보정
경기도,파주시,성보나,stbona,2005.01.14,2005,전문화기 (2005~2015),이광자,3,6,3,3,50,1.0,경기도 파주시 해솔로 85 해솔마을1단지 두산위101-202,031-947-9074,,,
경기도,파주시,모듬살이,MODUMSARI,2014.11.24,2014,전문화기 (2005~2015),한미경,2,5,3,2,60,1.5,경기도 파주시 운정2길 50,070-8157-8802,,,
경기도,평택시,스마일하우스새날 아동청소년공동생활가정,Childrenandyouthco- livingfamilies SmileHouseNewDay,2019.06.26,2019,확장·내실기 (2016~),이상임,4,7,5,2,71,1.25,"경기도 평택시 중앙로 212, 4층",,,,
경기도,평택시,기쁨해집,Joy sun house,2024.07.01,2024,확장·내실기 (2016~),양임승,4,7,5,2,71,1.25,"경기도 평택시 평택4로 124, 103동 204호",031-616-4216,,,
경기도,포천시,참나무 우리집,chamnamu our house,2010.09.29,2010,전문화기 (2005~2015),윤정순,4,7,7,0,100,1.75,경기도 포천시 일동면 소야길 95-28,070-4211-3893,,,
경기도,포천시,행복한 우리집,HAPPY HOUSE,2008.07.18,2008,전문화기 (2005~2015),조상용,4,7,6,1,86,1.5,"경기도 포천시 삼육사로2111번길 40, 1층",031-542-1394,,,
경기도,포천시,엘바인하우스,L-VINE HOUSE,2017.05.11,2017,확장·내실기 (2016~),박희실,3,7,3,4,43,1.0,"경기도 포천시 삼육사로2111번길 34-15, 3층",031-542-1394,,,
경기도,하남시,안나의집,home of anna,2013.03.04,2013,전문화기 (2005~2015),김경희,4,7,5,2,71,1.25,"경기도 하남시 서하남로390번길 23, 2층",031-793-1336,,,
경기도,화성시,보람둥지,Boram Nest,2009.05.28,2009,전문화기 (2005~2015),백명화,4,7,2,5,29,0.5,"경기도 화성시 봉담읍 효행로 240, 109동 1층 101호 (신일우남클래식타운)",031-898-7907,,,
경기도,화성시,화성의 집,Hwaseong's house,2016.06.20,2016,확장·내실기 (2016~),임현정,4,7,4,3,57,1.0,"경기도 화성시 동탄지성로 319-19, 106동 101호(SK뷰파크 3차 뉴스테이)",031-223-3622,,,
경기도,화성시,에덴하우스,Eden House,2016.11.29,2016,확장·내실기 (2016~),소영은,4,7,7,0,100,1.75,"경기도 화성시 영통로27번길 35, 308동 404호(반월동, 신영통현대아파트)",031-221-9888,,,
경기도,화성시,파랑새그룹홈,Blue Bird Group Home,2018.11.02,2018,확장·내실기 (2016~),이경숙,4,6,5,1,83,1.25,"경기도 화성시 안녕남로 16-20, 103동 106호(안녕동, 청광플러스원아파트)",031-222-5911,,,
경기도,화성시,천사의 집,Angel's house,2019.04.29,2019,확장·내실기 (2016~),양승예,4,7,4,3,57,1.0,"경기도 화성시 향남읍 행정죽전로2길 42-15 1층, 103호",031-354-5800,,,
경기도,화성시,행복둥지,Happy nest,2020.03.03,2020,확장·내실기 (2016~),심상미,4,7,5,2,71,1.25,"경기도 화성시 한신대길 67, 105동 103호(안녕동, 태안 성호2차아파트)",031-222-7907,,,
경기도,화성시,무지개홈,Rainbow home,2020.04.09,2020,확장·내실기 (2016~),김홍직,4,7,7,0,100,1.75,경기도 화성시 비봉면 자청로207번길 36,031-357-5654,,,
경기도,화성시,봄볕그룹홈,Spring Sunshine Group Home,2020.06.15,2020,확장·내실기 (2016~),임채연,4,6,4,2,67,1.0,"경기도 화성시 병점2로 103, 507동 104호(병점동, 안화동마을 주공5단지)",031-223-5383,,,
경기도,화성시,화성우리집,Hwaseong My House,2021.12.29,2021,확장·내실기 (2016~),유애숙,4,6,3,3,50,0.75,"경기도 화성시 향남읍 행정동로 64, 1414동 301호 (향남시범 살구꽃마을 풍림아이원아파트)",031-354-4160,,,
경기도,화성시,보물섬그룹홈,Treasure Island Group Home,2022.05.13,2022,확장·내실기 (2016~),이광자,4,6,4,2,67,1.0,"경기도 화성시 병점 2로 102, 201동 106호 (병점동, 정든마을 신창비바패밀리2차)",031-225-7196,,,
경기도,화성시,화성희망,Hwaseong hope,2022.05.31,2022,확장·내실기 (2016~),이소현,4,7,5,2,71,1.25,"경기도 화성시 효행로291번길 26, 105동 104호 (기안동, 신일해피트리아파트)",031-221-8622,,,
경기도,화성시,고은별그룹홈,Goeunbyeol Group Home,2024.02.27,2024,확장·내실기 (2016~),박기숙,2,7,2,5,29,1.0,"경기도 화성시 봉담읍 와우로15번길 10, 316동1층1호(봉담 그대家 3단지)",031-222-2837,,,
경기도,화성시,해원그룹홈,Haewon Group Home,2024.03.21,2024,확장·내실기 (2016~),장전희,2,6,1,5,17,0.5,"경기도 화성시 봉담읍 동화새터길 55-39, 104동1층2호(신동아 파밀리에)",031-295-2144,,,
강원특별자치도,강릉시,바라밀의집,BALAMILEUJIB,1999.02.01,1999,태동기 (~1999),이가람,4,7,5,2,71,1.25,"강원특별자치도 강릉시 강릉대로 422-12, 101호 (포남동, 미진2차아파트)",033-641-3448,,,
강원특별자치도,강릉시,반야의집,BANYAUIJIP,2007.12.28,2007,전문화기 (2005~2015),김순화,4,7,5,2,71,1.25,"강원특별자치도 강릉시 초당원길 26-2, 101동 503호 (초당동, 현대아파트)",033-651-6009,,,
강원특별자치도,강릉시,마야의집,MAYAUIJIP,2008.03.13,2008,전문화기 (2005~2015),남순희,2,7,5,2,71,2.5,강원특별자치도 강릉시 연당길 75 102동 105호,033-652-8997,,,
강원특별자치도,,금강의집,KUMKANGUIJIP,2015.01.01,2015,전문화기 (2005~2015),홍미라,4,7,5,2,71,1.25,"강원특별자치도 경강로2323번길 10, 1동 102호(포남동, 고려맨션)",033-641-0340,,,
강원특별자치도,삼척시,꿈그린공동생활가정,group home of kkumgreen,2024.01.02,2024,확장·내실기 (2016~),황월성,4,7,2,5,29,0.5,강원특별자치도 삼척시 청석로2길 13 (1-2층),033-575-5756,,,
강원특별자치도,삼척시,보석공동생활가정 (24.10.01.부터미운영),group home of bosuk,2007.02.14,2007,전문화기 (2005~2015),심선희,0,7,0,7,0,,"강원특별자치도 삼척시 봉황로123, 2층",033-573-8826,,,
강원특별자치도,속초시,아띠의집,Atti home,2022.01.01,2022,확장·내실기 (2016~),강미자,4,7,4,3,57,1.0,"강원특별자치도 속초시 미시령로 3409, 103동 102호",033-637-2340,,,
강원특별자치도,양구군,천사의집,Angel of House,2015.12.25,2015,전문화기 (2005~2015),변은숙,2,7,3,4,43,1.5,강원특별자치도 양구군 국토정중앙면 소양석현길 68-33,,,,
강원특별자치도,영월군,은총의집,GRACESHOME,2005.08.01,2005,전문화기 (2005~2015),정유경,3,7,5,2,71,1.67,강원특별자치도 영월군 영월읍 타련골길 31-7,033-374-4275,,,
강원특별자치도,영월군,요셉의집,YOSEEB,2005.07.30,2005,전문화기 (2005~2015),안정선,4,7,3,4,43,0.75,강원특별자치도 영월군 영월읍 타련골길 133-11,033-374-1409,,,
강원특별자치도,영월군,아이마을2,IMAEUL2,2011.10.26,2011,전문화기 (2005~2015),허진영,2,7,6,1,86,3.0,강원특별자치도 영월군 북면 삼방산길 141-46 (1층),033-375-7380,,,
강원특별자치도,원주시,햇살누리요셉의집,SunshineNuri Josephofhome,2010.09.02,2010,전문화기 (2005~2015),신경애,3,7,5,2,71,1.67,"강원특별자치도 원주시 북원중길 29-9, 위드빌101호",033-745-9124,,,
강원특별자치도,정선군,대철베드로의집,House of Daecheol Peter,2005.07.29,2005,전문화기 (2005~2015),박금자,4,7,7,0,100,1.75,"강원특별자치도 정선군 정선로 1245-11, 604호",033-563-1413,,,
강원특별자치도,태백시,하늘바라기집,Haneulbaragi House,1994.01.06,1994,태동기 (~1999),이수경,3,7,5,2,71,1.67,강원특별자치도 태백시 장성1길 102-4,033-581-2126,,,
강원특별자치도,횡성군,섬강,Seomgang,2016.04.29,2016,확장·내실기 (2016~),주영,4,7,4,3,57,1.0,강원특별자치도 횡성군 우천면 전재로 33,033-344-2414,,,
충청북도,단양군,나우그룹홈,Naugeurupom,2018.10.30,2018,확장·내실기 (2016~),허정훈,4,7,3,4,43,0.75,충청북도 단양군 어상천면 심곡5길 14-9,070-4670-2627,,,
충청북도,단양군,작은보금자리,little nest,2005.11.17,2005,전문화기 (2005~2015),황영규,4,7,7,0,100,1.75,충청북도 단양군 대강면 미노4길 87-9,043-422-7984,,,
충청북도,단양군,한가족그룹홈,Hangajokgeurupom,2010.06.30,2010,전문화기 (2005~2015),권순철,4,7,5,2,71,1.25,충청북도 단양군 매포읍 삼곡길 234,043-423-4445,,,
충청북도,단양군,하시리우리집,Hasiriurijip,2017.11.28,2017,확장·내실기 (2016~),권행자,4,7,3,4,43,0.75,충청북도 단양군 매포읍 하시5길 38,043-421-1460,,,
충청북도,제천시,옹달샘,ongdarsam,2011.04.12,2011,전문화기 (2005~2015),문순국,4,7,6,1,86,1.5,충청북도 제천시 백운면 구학산로 520,043-651-3377,,,
충청북도,제천시,초록별,greenstar,2017.07.27,2017,확장·내실기 (2016~),이영숙,4,5,5,0,100,1.25,충청북도 제천시 백운면 구학산로 528,,,,
충청북도,제천시,바라봄,barabom,2021.06.21,2021,확장·내실기 (2016~),최명숙,4,7,5,2,71,1.25,충청북도 제천시 백운면 천등박달로 1358-5,043-645-1365,,,
충청북도,제천시,기쁨이,happiness,2023.06.14,2023,확장·내실기 (2016~),황영희,3,7,2,5,29,0.67,"충청북도 제천시 봉양읍 제원로2길 7, 801동 702호",043-644-0614,,,
충청북도,청주시,꿈이있는집,dreamhouse,2018.10.01,2018,확장·내실기 (2016~),이유민,4,7,6,1,86,1.5,"충청북도 청주시 상당구 호미로161번길 64, 301호 (용암1동)",043-221-0675,,,
충청북도,청주시,모퉁이돌그룹홈,motungidolhome,2024.01.01,2024,확장·내실기 (2016~),박재룡,4,7,7,0,100,1.75,충청북도 청주시 상당구 호미로198번길 10-4 301호,043-235-7222,,,
충청북도,청주시,와이즈하우스,WISEHOUSE,2006.08.18,2006,전문화기 (2005~2015),김덕주,4,7,5,2,71,1.25,"충청북도 청주시 흥덕구 서현중로23번길 12, 3층 (가경동)",043-238-2382,,,
충청북도,청주시,참좋은집,CHANJOEUNJIB,2016.08.01,2016,확장·내실기 (2016~),구해숙,4,7,7,0,100,1.75,충청북도 청주시 흥덕구 천석로46번길 18-6 (봉명1동),043-266-7996,,,
충청북도,청주시,해뜨는집,RRSRNG HOUSE,2002.05.13,2002,제도화기 (2000~2004),김순복,4,7,2,5,29,0.5,충청북도 청주시 흥덕구 오송읍 호계길 25 (오송읍),043-221-4376,,,
충청북도,청주시,희망나무,hope tree,2016.11.01,2016,확장·내실기 (2016~),최연순,4,7,6,1,86,1.5,"충청북도 청주시 청원구 1순환로296번길 30, 3층(내덕1동)",043-221-4376,,,
충청북도,청주시,남청주비전하우스,NAMCHEMG BIJEONHOUSE,2006.10.20,2006,전문화기 (2005~2015),박정희,4,7,4,3,57,1.0,"충청북도 청주시 상당구 영운천로 203번길 36-4, 402호(용암1동)",043-255-0407,,,
충청북도,청주시,드림하우스,dreamhouse,2009.09.30,2009,전문화기 (2005~2015),하종식,4,7,6,1,86,1.5,충청북도 청주시 서원구 두꺼비로19번길 11-2 301호,043-268-3112,,,
충청북도,청주시,민들레,Mindeulle,2007.10.17,2007,전문화기 (2005~2015),김은미,4,7,6,1,86,1.5,"충청북도 청주시 상당구 영운천로 133번길 5-1, 301호(용암1동)",043-288-5249,,,
충청북도,청주시,서원경,SEOWONKYOUNG,2016.11.01,2016,확장·내실기 (2016~),주진희,4,7,4,3,57,1.0,"충청북도 청주시 상당구 영운천로119번길 30, 202호(용정동)",043-288-6066,,,
충청북도,청주시,예찬하우스,ECHANHOUSE,201607.29,2016,확장·내실기 (2016~),윤금순,4,7,6,1,86,1.5,"충청북도 청주시 청원구 새터로142번길 29, 403호",070-4117-0675,,,
충청북도,청주시,청주투모루,CheongjuTumoru GroupHome,2006.05.01,2006,전문화기 (2005~2015),김형이,4,7,5,2,71,1.25,"충청북도 청주시 서원구 성화로69번길 24-6, 301호 (죽림동)",043-238-0117,,,
충청북도,청주시,해오름집,Haeoreum,2009.06.30,2009,전문화기 (2005~2015),박종선,4,7,6,1,86,1.5,충청북도 청주시 흥덕구 오송읍 외옥제방길 13 (오송읍),043-233-9125,,,
충청북도,충주시,자혜원,JAHYEWON,1992.01.01,1992,태동기 (~1999),김숙희,4,7,4,3,57,1.0,충청북도 충주시 산척면 광동길 199,,,,
충청북도,충주시,사라의집,SARA's HOUSE,2013.05.08,2013,전문화기 (2005~2015),함선희,4,5,4,1,80,1.0,"충청북도 충주시 예성4길 34, 402호(교현동)",,,,
충청남도,공주시,함께하는 공동생활가정,Together Living House,2019.10.31,2019,확장·내실기 (2016~),김순옥,4,7,4,3,57,1.0,"충청남도 공주시 공주대학로 9, 201동 803호 (신관동, 현대아파트)",,,,
충청남도,당진시,참소중한집,chamsojunghanhouse,2013.11.29,2013,전문화기 (2005~2015),이진화,4,7,7,0,100,1.75,충청남도 당진시 합덕읍 버그내1길 193-11,,,,
충청남도,당진시,에스더그룹홈,Esther Group Home,2015.12.25,2015,전문화기 (2005~2015),배근해,4,7,6,1,86,1.5,충청남도 당진시 순성면 갈뫼길 39-29,041-352-5542,,,
충청남도,당진시,샬롬그룹홈,Shalom grouphome,2021.06.02,2021,확장·내실기 (2016~),윤정화,4,7,6,1,86,1.5,"충청남도 당진시 송악읍 신복운로3길 28, 신성아파트 202동 207호",,,,
충청남도,당진시,이루다그룹홈,irooda home,2020.12.31,2020,확장·내실기 (2016~),이루다,4,7,5,2,71,1.25,충청남도 당진시 송산면 석문방조제로 486-35,041-353-1311,,,
충청남도,당진시,어깨동무그룹홈,put arms grouphome,2021.12.31,2021,확장·내실기 (2016~),서은희,3,7,5,2,71,1.67,충청남도 당진시 무수동7길 78 102동 304호(이안아파트),,,,
충청남도,서산시,꿈둥지,kkumdeungji,2006.12.06,2006,전문화기 (2005~2015),박정희,3,7,3,4,43,1.0,"충청남도 서산시 동서1로 152-15, 2층",041-664-2457,,,
충청남도,서산시,행복한둥지,haengbokhan deungji,2012.11.15,2012,전문화기 (2005~2015),이희규,3,7,5,2,71,1.67,충청남도 서산시 남부순환로 705-12,041-667-2450,,,
충청남도,아산시,사랑샘,sarangsham,2019.02.27,2019,확장·내실기 (2016~),이성자,3,7,6,1,86,2.0,"충청남도 아산시 배방읍 호서로 460, 129동 1103호",041-531-3357,,,
충청남도,아산시,라임하우스,LIME HOUSE,2012.04.15,2012,전문화기 (2005~2015),한승희,4,7,5,2,71,1.25,"충청남도 아산시 온중로 6, 106동 105호",041-532-9557,,,
충청남도,아산시,자연처럼,jayounchurum,2007.11.19,2007,전문화기 (2005~2015),홍지혜,4,7,4,3,57,1.0,충청남도 아산시 배방읍 호서로 460 130동 301호,041-541-7129,,,
충청남도,아산시,푸른아이,puruni,2015.10.15,2015,전문화기 (2005~2015),김귀숙,4,7,5,2,71,1.25,"충청남도 아산시 배방읍 호서로 460, 104동 1301호",,,,
충청남도,아산시,아이누리,INURI,2017.08.30,2017,확장·내실기 (2016~),최진희,4,7,3,4,43,0.75,"충청남도 아산시 배방읍 호서로 460, 103동 1304호",,,,
충청남도,아산시,따뜻한둥지,Warmhome,2011.07.27,2011,전문화기 (2005~2015),김륜형,3,7,6,1,86,2.0,"충청남도 아산시 문화로243번길 13, 101동 201호",041-534-3184,,,
충청남도,아산시,따둥,Warmhome,2013.05.16,2013,전문화기 (2005~2015),정윤희,4,7,5,2,71,1.25,"충청남도 아산시 문화로243번길 13, 101동 202호",041-534-3184,,,
충청남도,아산시,예향원,kkotgaram,2013.09.24,2013,전문화기 (2005~2015),유난숙,3,7,4,3,57,1.33,충청남도 아산시 신창면 온천대로 848-25/2층,070-4223-0191,,,
충청남도,예산군,하늘나무,skytree,2007.12.14,2007,전문화기 (2005~2015),이수순,4,7,6,1,86,1.5,"충청남도 예산군 응봉면 건지화1길 16, 202호",041-333-0283,,,
충청남도,천안시,해피홈공동생활가정,happyhome,2007.11.16,2007,전문화기 (2005~2015),문광숙,4,7,5,2,71,1.25,"충청남도 천안시 동남구 청수로 99, 104동 602호",041-555-1602,,,
충청남도,천안시,행복한공동생활가정,Happy grouphome,2010.05.28,2010,전문화기 (2005~2015),전사무엘,4,7,7,0,100,1.75,"충청남도 천안시 동남구 터미널9길 59, 205동 602호",041-557-0894,,,
충청남도,천안시,하늘공동생활가정,Haneul grouphome,2011.04.14,2011,전문화기 (2005~2015),서현주,3,7,1,6,14,0.33,"충청남도 천안시 동남구 중앙로 255-21, 102동 1002호",070-8814-5131,,,
